product_id,country,event,price_amount,number_of_users
atly.plus.y1,US,No Conversion,9.979791411042946,334
atly.plus.y1,US,No Conversion,49.942969696969705,105
atly.plus.y1,US,RC Trial converted,9.979791411042946,163
atly.plus.y1,US,RC Trial converted,49.942969696969705,33
atly.plus.y1,VI,No Conversion,0.0,1
atly.plus.y1,ZA,No Conversion,0.0,1
atly.plus:atly-plus-m1,AU,No Conversion,0.0,3
atly.plus:atly-plus-m1,GB,No Conversion,0.0,2
atly.plus:atly-plus-m1,HU,No Conversion,0.0,1
atly.plus:atly-plus-m1,UA,No Conversion,0.0,1
atly.plus:atly-plus-m1,US,No Conversion,0.0,2
atly.plus:atly-plus-m1,US,No Conversion,7.989999999999999,4
atly.plus:atly-plus-m1,US,RC Trial converted,7.989999999999999,3
atly.plus:atly-plus-y1,Unknown,No Conversion,0.0,7
atly.plus:atly-plus-y1,AT,No Conversion,0.0,4
atly.plus:atly-plus-y1,AU,No Conversion,11.21,7
atly.plus:atly-plus-y1,AU,No Conversion,54.828,7
atly.plus:atly-plus-y1,AU,RC Trial converted,11.21,2
atly.plus:atly-plus-y1,AU,RC Trial converted,54.828,1
atly.plus:atly-plus-y1,BE,RC Trial converted,11.676,1
atly.plus:atly-plus-y1,CA,No Conversion,0.0,6
atly.plus:atly-plus-y1,CA,RC Trial converted,10.193,1
atly.plus:atly-plus-y1,CH,No Conversion,0.0,3
atly.plus:atly-plus-y1,CH,No Conversion,10.861,4
atly.plus:atly-plus-y1,CH,RC Trial converted,10.861,1
atly.plus:atly-plus-y1,DE,No Conversion,0.0,2
atly.plus:atly-plus-y1,DE,No Conversion,12.118,6
atly.plus:atly-plus-y1,DE,RC Trial converted,12.118,3
atly.plus:atly-plus-y1,DK,No Conversion,0.0,1
atly.plus:atly-plus-y1,EG,No Conversion,0.0,2
atly.plus:atly-plus-y1,ES,No Conversion,0.0,1
atly.plus:atly-plus-y1,FR,No Conversion,0.0,2
atly.plus:atly-plus-y1,FR,RC Trial converted,10.152,1
atly.plus:atly-plus-y1,GB,No Conversion,0.0,4
atly.plus:atly-plus-y1,GB,No Conversion,12.517000000000001,7
atly.plus:atly-plus-y1,GB,No Conversion,61.746,3
atly.plus:atly-plus-y1,GB,RC Initial purchase,12.55,1
atly.plus:atly-plus-y1,GB,RC Trial converted,12.517000000000001,6
atly.plus:atly-plus-y1,GB,RC Trial converted,61.746,1
atly.plus:atly-plus-y1,GR,No Conversion,0.0,2
atly.plus:atly-plus-y1,HU,RC Trial converted,13.358,1
atly.plus:atly-plus-y1,ID,No Conversion,0.0,7
atly.plus:atly-plus-y1,IE,No Conversion,0.0,1
atly.plus:atly-plus-y1,IE,RC Trial converted,13.5075,2
atly.plus:atly-plus-y1,IL,No Conversion,48.225,3
atly.plus:atly-plus-y1,IL,RC Trial converted,48.225,1
atly.plus:atly-plus-y1,IT,No Conversion,0.0,5
atly.plus:atly-plus-y1,JP,No Conversion,0.0,2
atly.plus:atly-plus-y1,LU,No Conversion,0.0,1
atly.plus:atly-plus-y1,MA,No Conversion,0.0,3
atly.plus:atly-plus-y1,MY,No Conversion,0.0,1
atly.plus:atly-plus-y1,NG,No Conversion,0.0,1
atly.plus:atly-plus-y1,NL,No Conversion,0.0,4
atly.plus:atly-plus-y1,NL,No Conversion,9.99,1
atly.plus:atly-plus-y1,NL,RC Trial converted,9.99,1
atly.plus:atly-plus-y1,NO,No Conversion,0.0,2
atly.plus:atly-plus-y1,NZ,No Conversion,0.0,1
atly.plus:atly-plus-y1,PA,RC Trial converted,9.99,1
atly.plus:atly-plus-y1,PH,No Conversion,0.0,7
atly.plus:atly-plus-y1,PK,No Conversion,0.0,2
atly.plus:atly-plus-y1,SE,RC Trial converted,13.323,1
atly.plus:atly-plus-y1,SG,No Conversion,0.0,1
atly.plus:atly-plus-y1,TR,No Conversion,0.0,1
atly.plus:atly-plus-y1,TT,No Conversion,0.0,1
atly.plus:atly-plus-y1,TZ,No Conversion,0.0,1
atly.plus:atly-plus-y1,US,No Conversion,0.0,12
atly.plus:atly-plus-y1,US,No Conversion,9.99,42
atly.plus:atly-plus-y1,US,No Conversion,49.99,9
atly.plus:atly-plus-y1,US,RC Initial purchase,9.99,1
atly.plus:atly-plus-y1,US,RC Trial converted,9.99,28
atly.plus:atly-plus-y1,US,RC Trial converted,49.99,3
gluten.free.eats.2.monthly,Unknown,No Conversion,0.0,2
gluten.free.eats.2.monthly,Unknown,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,AD,No Conversion,18.515,1
gluten.free.eats.2.monthly,AD,RC Trial converted,18.515,1
gluten.free.eats.2.monthly,AE,No Conversion,0.0,3
gluten.free.eats.2.monthly,AR,No Conversion,0.0,2
gluten.free.eats.2.monthly,AR,No Conversion,14.304333333333332,1
gluten.free.eats.2.monthly,AR,RC Trial converted,14.304333333333332,3
gluten.free.eats.2.monthly,AT,No Conversion,18.35875,3
gluten.free.eats.2.monthly,AT,RC Trial converted,18.35875,4
gluten.free.eats.2.monthly,AU,No Conversion,0.0,19
gluten.free.eats.2.monthly,AU,No Conversion,8.99,3
gluten.free.eats.2.monthly,AU,No Conversion,14.299520833333332,34
gluten.free.eats.2.monthly,AU,RC Trial converted,8.99,1
gluten.free.eats.2.monthly,AU,RC Trial converted,14.299520833333332,48
gluten.free.eats.2.monthly,AW,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,BE,RC Trial converted,18.552,1
gluten.free.eats.2.monthly,BH,No Conversion,0.0,1
gluten.free.eats.2.monthly,BR,No Conversion,0.0,1
gluten.free.eats.2.monthly,BR,No Conversion,13.660666666666666,6
gluten.free.eats.2.monthly,BR,RC Trial converted,13.660666666666666,3
gluten.free.eats.2.monthly,CA,No Conversion,0.0,9
gluten.free.eats.2.monthly,CA,No Conversion,13.9415,8
gluten.free.eats.2.monthly,CA,RC Trial converted,13.9415,16
gluten.free.eats.2.monthly,CH,No Conversion,0.0,5
gluten.free.eats.2.monthly,CH,RC Initial purchase,10.067,1
gluten.free.eats.2.monthly,CH,RC Trial converted,17.400000000000002,3
gluten.free.eats.2.monthly,CL,No Conversion,0.0,2
gluten.free.eats.2.monthly,CO,No Conversion,0.0,2
gluten.free.eats.2.monthly,CZ,No Conversion,0.0,1
gluten.free.eats.2.monthly,CZ,No Conversion,15.3925,2
gluten.free.eats.2.monthly,CZ,RC Trial converted,15.3925,2
gluten.free.eats.2.monthly,DE,No Conversion,0.0,16
gluten.free.eats.2.monthly,DE,No Conversion,17.825625,20
gluten.free.eats.2.monthly,DE,RC Trial converted,17.825625,8
gluten.free.eats.2.monthly,DK,No Conversion,17.691666666666666,3
gluten.free.eats.2.monthly,DK,RC Trial converted,17.691666666666666,3
gluten.free.eats.2.monthly,DO,No Conversion,0.0,1
gluten.free.eats.2.monthly,EE,No Conversion,0.0,1
gluten.free.eats.2.monthly,ES,No Conversion,0.0,2
gluten.free.eats.2.monthly,ES,No Conversion,17.2094,4
gluten.free.eats.2.monthly,ES,RC Initial purchase,9.558,1
gluten.free.eats.2.monthly,ES,RC Trial converted,17.2094,5
gluten.free.eats.2.monthly,FI,No Conversion,0.0,1
gluten.free.eats.2.monthly,FR,No Conversion,0.0,6
gluten.free.eats.2.monthly,FR,No Conversion,18.1065,8
gluten.free.eats.2.monthly,FR,RC Trial converted,18.1065,2
gluten.free.eats.2.monthly,GB,No Conversion,0.0,10
gluten.free.eats.2.monthly,GB,No Conversion,18.10440625,28
gluten.free.eats.2.monthly,GB,RC Initial purchase,11.408,3
gluten.free.eats.2.monthly,GB,RC Trial converted,18.10440625,32
gluten.free.eats.2.monthly,GR,No Conversion,0.0,1
gluten.free.eats.2.monthly,GR,RC Trial converted,18.57,2
gluten.free.eats.2.monthly,HK,No Conversion,0.0,1
gluten.free.eats.2.monthly,HK,No Conversion,19.956,1
gluten.free.eats.2.monthly,HK,RC Trial converted,19.956,1
gluten.free.eats.2.monthly,HN,No Conversion,0.0,1
gluten.free.eats.2.monthly,HR,No Conversion,0.0,1
gluten.free.eats.2.monthly,HU,No Conversion,0.0,3
gluten.free.eats.2.monthly,HU,No Conversion,17.729,1
gluten.free.eats.2.monthly,HU,RC Trial converted,17.729,2
gluten.free.eats.2.monthly,ID,No Conversion,14.583,1
gluten.free.eats.2.monthly,ID,RC Trial converted,14.583,1
gluten.free.eats.2.monthly,IE,No Conversion,0.0,2
gluten.free.eats.2.monthly,IE,No Conversion,17.6495,4
gluten.free.eats.2.monthly,IE,RC Trial converted,17.6495,4
gluten.free.eats.2.monthly,IL,No Conversion,0.0,2
gluten.free.eats.2.monthly,IL,No Conversion,13.569666666666668,4
gluten.free.eats.2.monthly,IL,RC Trial converted,13.569666666666668,3
gluten.free.eats.2.monthly,IN,No Conversion,0.0,7
gluten.free.eats.2.monthly,IN,No Conversion,18.766,1
gluten.free.eats.2.monthly,IN,RC Trial converted,18.766,1
gluten.free.eats.2.monthly,IT,No Conversion,0.0,5
gluten.free.eats.2.monthly,IT,No Conversion,16.903000000000002,7
gluten.free.eats.2.monthly,IT,RC Trial converted,16.903000000000002,3
gluten.free.eats.2.monthly,JO,No Conversion,0.0,1
gluten.free.eats.2.monthly,JP,No Conversion,0.0,1
gluten.free.eats.2.monthly,JP,No Conversion,14.99,1
gluten.free.eats.2.monthly,JP,RC Initial purchase,9.558,1
gluten.free.eats.2.monthly,JP,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,KW,No Conversion,0.0,1
gluten.free.eats.2.monthly,KW,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,KY,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,LB,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,LT,RC Trial converted,18.472,1
gluten.free.eats.2.monthly,MA,RC Trial converted,18.722,1
gluten.free.eats.2.monthly,ME,RC Trial converted,13.434,1
gluten.free.eats.2.monthly,MT,No Conversion,0.0,2
gluten.free.eats.2.monthly,MT,RC Trial converted,18.692,2
gluten.free.eats.2.monthly,MX,No Conversion,0.0,6
gluten.free.eats.2.monthly,MX,No Conversion,14.79225,3
gluten.free.eats.2.monthly,MX,RC Trial converted,14.79225,4
gluten.free.eats.2.monthly,NG,No Conversion,0.0,1
gluten.free.eats.2.monthly,NL,No Conversion,0.0,2
gluten.free.eats.2.monthly,NL,RC Trial converted,14.430333333333332,3
gluten.free.eats.2.monthly,NL,RC Trial converted,20.435,1
gluten.free.eats.2.monthly,NO,No Conversion,0.0,3
gluten.free.eats.2.monthly,NZ,No Conversion,0.0,3
gluten.free.eats.2.monthly,NZ,No Conversion,16.85314285714286,4
gluten.free.eats.2.monthly,NZ,RC Trial converted,16.85314285714286,7
gluten.free.eats.2.monthly,PE,RC Trial converted,18.52,1
gluten.free.eats.2.monthly,PK,No Conversion,0.0,2
gluten.free.eats.2.monthly,PL,No Conversion,0.0,4
gluten.free.eats.2.monthly,PL,No Conversion,15.6655,3
gluten.free.eats.2.monthly,PL,RC Trial converted,15.6655,4
gluten.free.eats.2.monthly,PR,RC Trial converted,14.99,2
gluten.free.eats.2.monthly,PT,No Conversion,0.0,2
gluten.free.eats.2.monthly,PT,RC Initial purchase,10.506,1
gluten.free.eats.2.monthly,PY,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,QA,No Conversion,0.0,2
gluten.free.eats.2.monthly,RO,No Conversion,0.0,1
gluten.free.eats.2.monthly,RO,RC Trial converted,17.6,2
gluten.free.eats.2.monthly,RS,No Conversion,0.0,1
gluten.free.eats.2.monthly,RU,No Conversion,0.0,1
gluten.free.eats.2.monthly,SA,No Conversion,0.0,6
gluten.free.eats.2.monthly,SA,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,SE,No Conversion,0.0,2
gluten.free.eats.2.monthly,SG,No Conversion,0.0,2
gluten.free.eats.2.monthly,SG,No Conversion,14.231,1
gluten.free.eats.2.monthly,SG,RC Trial converted,14.231,1
gluten.free.eats.2.monthly,SI,No Conversion,0.0,2
gluten.free.eats.2.monthly,SK,No Conversion,0.0,2
gluten.free.eats.2.monthly,SK,RC Trial converted,20.307,1
gluten.free.eats.2.monthly,SL,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,SV,No Conversion,0.0,1
gluten.free.eats.2.monthly,TH,No Conversion,0.0,6
gluten.free.eats.2.monthly,TR,No Conversion,0.0,8
gluten.free.eats.2.monthly,TR,No Conversion,18.145,1
gluten.free.eats.2.monthly,TR,RC Trial converted,18.145,1
gluten.free.eats.2.monthly,TW,No Conversion,0.0,1
gluten.free.eats.2.monthly,US,No Conversion,0.0,55
gluten.free.eats.2.monthly,US,No Conversion,8.99,1
gluten.free.eats.2.monthly,US,No Conversion,15.020553921568629,186
gluten.free.eats.2.monthly,US,RC Initial purchase,8.99,6
gluten.free.eats.2.monthly,US,RC Trial converted,8.99,4
gluten.free.eats.2.monthly,US,RC Trial converted,15.020553921568629,204
gluten.free.eats.2.monthly,UY,No Conversion,0.0,1
gluten.free.eats.2.monthly,UY,RC Trial converted,14.99,1
gluten.free.eats.2.monthly,UZ,No Conversion,0.0,1
gluten.free.eats.2.monthly,VN,RC Trial converted,18.541,1
gluten.free.eats.2.monthly,ZA,No Conversion,0.0,1
gluten.free.eats.2.monthly,ZA,No Conversion,16.13,2
gluten.free.eats.2.monthly,ZA,RC Trial converted,16.13,1
gluten.free.eats.2.yearly,Unknown,No Conversion,0.0,9
gluten.free.eats.2.yearly,Unknown,No Conversion,84.44149999999999,3
gluten.free.eats.2.yearly,Unknown,RC Trial converted,84.44149999999999,2
gluten.free.eats.2.yearly,AE,No Conversion,0.0,12
gluten.free.eats.2.yearly,AE,No Conversion,71.20366666666668,10
gluten.free.eats.2.yearly,AE,RC Trial converted,71.20366666666668,15
gluten.free.eats.2.yearly,AL,No Conversion,0.0,1
gluten.free.eats.2.yearly,AL,No Conversion,69.99,3
gluten.free.eats.2.yearly,AL,RC Trial converted,69.99,1
gluten.free.eats.2.yearly,AM,No Conversion,0.0,1
gluten.free.eats.2.yearly,AR,No Conversion,0.0,3
gluten.free.eats.2.yearly,AR,No Conversion,69.81887499999999,10
gluten.free.eats.2.yearly,AR,RC Trial converted,69.81887499999999,8
gluten.free.eats.2.yearly,AR,RC Trial converted,89.372,1
gluten.free.eats.2.yearly,AT,No Conversion,0.0,6
gluten.free.eats.2.yearly,AT,No Conversion,84.94200000000001,20
gluten.free.eats.2.yearly,AT,RC Trial converted,84.94200000000001,4
gluten.free.eats.2.yearly,AU,No Conversion,0.0,78
gluten.free.eats.2.yearly,AU,No Conversion,62.52283908045977,253
gluten.free.eats.2.yearly,AU,RC Trial converted,62.52283908045977,174
gluten.free.eats.2.yearly,AW,No Conversion,0.0,1
gluten.free.eats.2.yearly,AZ,No Conversion,0.0,3
gluten.free.eats.2.yearly,BA,No Conversion,0.0,3
gluten.free.eats.2.yearly,BA,No Conversion,83.429,1
gluten.free.eats.2.yearly,BA,RC Trial converted,83.429,1
gluten.free.eats.2.yearly,BB,No Conversion,0.0,1
gluten.free.eats.2.yearly,BD,No Conversion,0.0,1
gluten.free.eats.2.yearly,BE,No Conversion,0.0,7
gluten.free.eats.2.yearly,BE,No Conversion,84.97999999999999,11
gluten.free.eats.2.yearly,BE,RC Trial converted,84.97999999999999,5
gluten.free.eats.2.yearly,BG,RC Trial converted,70.993,1
gluten.free.eats.2.yearly,BH,No Conversion,0.0,2
gluten.free.eats.2.yearly,BO,No Conversion,0.0,3
gluten.free.eats.2.yearly,BQ,No Conversion,0.0,1
gluten.free.eats.2.yearly,BR,No Conversion,0.0,10
gluten.free.eats.2.yearly,BR,No Conversion,66.89090476190476,45
gluten.free.eats.2.yearly,BR,RC Trial converted,66.89090476190476,21
gluten.free.eats.2.yearly,BY,No Conversion,0.0,1
gluten.free.eats.2.yearly,CA,No Conversion,0.0,31
gluten.free.eats.2.yearly,CA,No Conversion,69.8401090909091,102
gluten.free.eats.2.yearly,CA,RC Initial purchase,70.243,1
gluten.free.eats.2.yearly,CA,RC Trial converted,69.8401090909091,55
gluten.free.eats.2.yearly,CH,No Conversion,0.0,16
gluten.free.eats.2.yearly,CH,No Conversion,77.3806923076923,42
gluten.free.eats.2.yearly,CH,RC Initial purchase,78.297,1
gluten.free.eats.2.yearly,CH,RC Trial converted,77.3806923076923,26
gluten.free.eats.2.yearly,CL,No Conversion,0.0,19
gluten.free.eats.2.yearly,CL,No Conversion,82.05625,10
gluten.free.eats.2.yearly,CL,RC Trial converted,82.05625,4
gluten.free.eats.2.yearly,CN,No Conversion,68.266,1
gluten.free.eats.2.yearly,CN,RC Trial converted,68.266,1
gluten.free.eats.2.yearly,CO,No Conversion,0.0,1
gluten.free.eats.2.yearly,CO,No Conversion,68.935,3
gluten.free.eats.2.yearly,CO,RC Trial converted,68.935,2
gluten.free.eats.2.yearly,CR,No Conversion,0.0,4
gluten.free.eats.2.yearly,CR,No Conversion,69.99,7
gluten.free.eats.2.yearly,CR,RC Trial converted,69.99,2
gluten.free.eats.2.yearly,CW,No Conversion,0.0,1
gluten.free.eats.2.yearly,CY,No Conversion,0.0,2
gluten.free.eats.2.yearly,CY,No Conversion,79.99,2
gluten.free.eats.2.yearly,CY,RC Trial converted,79.99,1
gluten.free.eats.2.yearly,CZ,No Conversion,0.0,10
gluten.free.eats.2.yearly,CZ,No Conversion,68.89,2
gluten.free.eats.2.yearly,CZ,No Conversion,81.61,4
gluten.free.eats.2.yearly,CZ,RC Trial converted,68.89,2
gluten.free.eats.2.yearly,CZ,RC Trial converted,81.61,4
gluten.free.eats.2.yearly,DE,No Conversion,0.0,33
gluten.free.eats.2.yearly,DE,No Conversion,65.21866666666666,21
gluten.free.eats.2.yearly,DE,No Conversion,84.75611363636364,122
gluten.free.eats.2.yearly,DE,RC Trial converted,65.21866666666666,3
gluten.free.eats.2.yearly,DE,RC Trial converted,84.75611363636364,44
gluten.free.eats.2.yearly,DK,No Conversion,0.0,3
gluten.free.eats.2.yearly,DK,No Conversion,84.86275,11
gluten.free.eats.2.yearly,DK,RC Trial converted,84.86275,4
gluten.free.eats.2.yearly,DO,No Conversion,0.0,2
gluten.free.eats.2.yearly,DO,No Conversion,69.99,2
gluten.free.eats.2.yearly,DO,RC Trial converted,69.99,1
gluten.free.eats.2.yearly,EC,No Conversion,0.0,2
gluten.free.eats.2.yearly,EC,RC Trial converted,69.99,1
gluten.free.eats.2.yearly,EE,No Conversion,0.0,5
gluten.free.eats.2.yearly,EG,No Conversion,0.0,6
gluten.free.eats.2.yearly,EG,No Conversion,68.0625,3
gluten.free.eats.2.yearly,EG,RC Trial converted,68.0625,2
gluten.free.eats.2.yearly,ES,No Conversion,0.0,16
gluten.free.eats.2.yearly,ES,No Conversion,69.26966666666665,11
gluten.free.eats.2.yearly,ES,No Conversion,83.21300000000001,14
gluten.free.eats.2.yearly,ES,RC Trial converted,69.26966666666665,3
gluten.free.eats.2.yearly,ES,RC Trial converted,83.21300000000001,3
gluten.free.eats.2.yearly,FI,No Conversion,0.0,8
gluten.free.eats.2.yearly,FJ,RC Trial converted,62.733,1
gluten.free.eats.2.yearly,FR,No Conversion,0.0,35
gluten.free.eats.2.yearly,FR,No Conversion,77.83430769230769,45
gluten.free.eats.2.yearly,FR,RC Initial purchase,69.99,1
gluten.free.eats.2.yearly,FR,RC Trial converted,77.83430769230769,13
gluten.free.eats.2.yearly,GB,No Conversion,0.0,65
gluten.free.eats.2.yearly,GB,No Conversion,68.31441176470588,95
gluten.free.eats.2.yearly,GB,No Conversion,87.49223404255319,102
gluten.free.eats.2.yearly,GB,RC Initial purchase,88.815,4
gluten.free.eats.2.yearly,GB,RC Trial converted,68.31441176470588,17
gluten.free.eats.2.yearly,GB,RC Trial converted,87.49223404255319,47
gluten.free.eats.2.yearly,GD,No Conversion,0.0,1
gluten.free.eats.2.yearly,GE,No Conversion,0.0,6
gluten.free.eats.2.yearly,GR,No Conversion,0.0,8
gluten.free.eats.2.yearly,GR,No Conversion,83.5075,12
gluten.free.eats.2.yearly,GR,RC Trial converted,83.5075,2
gluten.free.eats.2.yearly,GT,No Conversion,0.0,2
gluten.free.eats.2.yearly,GT,No Conversion,69.99,1
gluten.free.eats.2.yearly,GT,RC Trial converted,69.99,2
gluten.free.eats.2.yearly,HK,No Conversion,0.0,11
gluten.free.eats.2.yearly,HN,No Conversion,0.0,1
gluten.free.eats.2.yearly,HR,No Conversion,0.0,5
gluten.free.eats.2.yearly,HR,No Conversion,82.78,6
gluten.free.eats.2.yearly,HR,RC Trial converted,82.78,2
gluten.free.eats.2.yearly,HU,No Conversion,0.0,10
gluten.free.eats.2.yearly,HU,No Conversion,82.1496,8
gluten.free.eats.2.yearly,HU,RC Trial converted,82.1496,5
gluten.free.eats.2.yearly,ID,No Conversion,0.0,13
